Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Source,Number_News,Media_Attention,Reliability,Quarter,City,State,School_Level,Location,Location_Type,During_Classes,Time_Period,First_Shot,Duration_min,Summary,Narrative,Situation,Targets,Accomplice,Accomplice_Narrative,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Active_Shooter_FBI,Shots_Fired,LAT,LNG
20230324NJTHM,3,24,2023,3/24/23,Thunderbolt Academy,0,0,0,0,"https://6abc.com/shots-fired-millville-public-schools-thunderbolt-academy-fire/13006988/
https://www.courierpostonline.com/story/news/local/2023/03/24/millville-nj-thunderbolt-academy-shelter-in-place-after-gun-shots/70045194007/",5,Local,4,Spring,Millville,NJ,High,Front of School,Outside on School Property,Yes,School Start,9:00 AM,1,Shots fired while school bus was unloaded in front of school,Shots were fired while school bus was unloading in front of the school. School went on lockdown and dismissed early. Shooter fled.,,Victims Targeted,No,,No,No,No,No,No,,No,99,39.39946,-75.03483
20230324INNOM,3,24,2023,3/24/23,Northridge Middle School,0,0,0,1,"https://www.goshennews.com/news/death-being-investigated-at-northridge-middle-school/article_5cd42e8e-ca71-11ed-8dec-f39c178120ca.html?utm_campaign=blox&utm_source=twitter&utm_medium=social
https://wsbt.com/news/local/lockdown-lifted-following-emergency-at-northridge-middle-school-elkhart-county-developing-dismissal",3,Local,4,Spring,Middlebury,IN,Middle,Parking Lot,Outside on School Property,Yes,Afternoon Classes,1:00 PM,1,Teacher commit suicide in school parking lot during classes,Teacher commit suicide in the school parking lot during afternoon classes. School went on lockdown.,Suicide/Attempted,Victims Targeted,No,,No,No,No,No,No,No,No,1,41.673562,-85.726074
20230323TNHAM,3,23,2023,3/23/23,Hamilton High Schol,0,0,0,0,"https://www.facebook.com/mpd1827/
https://www.fox13memphis.com/news/police-looking-for-child-who-opened-fire-near-memphis-high-school-mpd-says/article_0dc7e62c-cfd6-11ed-83d7-c3a92d0c1c61.html",2,Local,4,Spring,Memphis,TN,High,Outside on School Property,Outside on School Property,Yes,Dismissal,3:15 PM,1,Shots fired during fight between teens,"On March 23, 2023, at 3:15 pm, Officers responded to a shooting near a school in the 1300 Block of Person Ave. When officers arrived on the scene they found several victims who had not been struck. Witness video showed a juvenile suspect fighting with a weapon in his hand and then firing a shot. the suspect is approximately 12-14 years old. ",Escalation of Dispute,Victims Targeted,No,,No,No,No,,No,,No,99,35.10056,-90.017481
20230322PAHAP,3,22,2023,3/22/23,Hardy Williams Mastery Charter School,0,0,0,0,https://6abc.com/kingsessing-school-lockdown-hardy-williams-charter-warrington-avenue-shooting-philadelphia/12991741/,1,Local,4,Spring,Philadelphia,PA,K-12,Beside Building,Outside on School Property,Yes,Afternoon Classes,2:30 PM,1,School went on lockdown when multiple shots were fired outside,School went on lockdown when multiple shots were fired outside. Shooter fled. No students were injured.,,Victims Targeted,No,,No,No,No,No,No,,No,15,39.94145,-75.226334
20230322COEAD,3,22,2023,3/22/23,East High School,0,2,2,1,"https://apnews.com/article/school-shooting-denver-student-dean-b97be5e940e4dc7e1dbb37b865485c92
https://www.nbcnews.com/news/colorado-student-shot-two-school-administrators-probation-weapons-char-rcna76383
https://www.wmur.com/article/shooting-denver-school/43389948#",500,National,4,Spring,Denver,CO,High,Office,Inside School Building,Yes,Morning Classes,10:00 AM,1,"Student shot two administrators during daily search for weapon, fled","17-year-old student shot two administrators during a daily pat down for a weapon in a school office. Student was on a safety plan due to behavior issues. Per administrator, he had been seen on campus witha gun prior to the shooting. Shooter immediately fled. His vehicle was found in the mountains 60 miles from the school and he commit suicide.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,,No,No,No,No,No,No,No,99,39.741651,-104.956498
20230322ALANA,3,22,2023,3/22/23,Anniston High School,0,1,1,0,https://abc3340.com/news/local/student-shot-at-anniston-high-school-school-evacuated-fake-bomb-threat-shooting-injured-tile-floor-grazed-injuries-police-department-investigating,1,Local,4,Spring,Anniston,AL,High,Inside School Building,Inside School Building,Yes,Afternoon Classes,1:30 PM,1,"Student fired gun inside backpack, bullet struck another student in the leg","A student was handling a handgun in his backpack when it fired and struck another student in the leg. When the gunshot was heard, the school was evacuated for a reported bomb threat.",Accidental,Neither,No,,No,No,No,No,No,No,No,1,33.661273,-85.821059
20230321TXTHD,3,21,2023,3/21/23,Thomas Jefferson High School,0,1,1,0,"https://www.youtube.com/watch?v=GYRcSqXxol0
https://www.nbcdfw.com/news/local/arrest-made-in-thomas-jefferson-high-school-shooting/3219741/
https://www.fox4news.com/news/thomas-jefferson-hs-shooting-dallas-staff-help-victim
https://www.nbcdfw.com/news/local/student-wounded-in-shooting-outside-dallas-isd-school-tuesday/3219741/",30,Regional,4,Spring,Dallas,TX,High,Parking Lot,Outside on School Property,Yes,Dismissal,4:40 PM,1,Student shot in parking lot at dismissal,"A Dallas ISD student was wounded in a shooting Tuesday afternoon at Thomas Jefferson High School in the Dallas Independent School District, authorities say. Shooting happened during a fight between 3 students. Dallas Police confirmed officers were called to a report of a shooting at 4:40 p.m. at the campus, located along the 4000 block of Walnut Hill Lane in Northwest Dallas. Dallas ISD spokeswoman Robyn Harris said a student was shot in the arm and was hospitalized with injuries that were not life-threatening. The shooting took place about 10 minutes after students had been dismissed for the day. Shooter is also a student who fled.",Escalation of Dispute,Victims Targeted,No,,No,No,No,,No,,No,99,32.880649,-96.844746
20230320TXLAA,3,20,2023,3/20/23,Lamar High School,1,1,2,0,"https://www.youtube.com/watch?v=j5q7gFwdPXg
https://www.fox4news.com/news/lamar-high-school-shooting-suspect
https://www.arlingtontx.gov/news/my_arlington_t_x/news_stories/lamar_high_school
https://www.wfaa.com/article/news/local/16-year-old-killed-shooting-lamar-high-school-arlington-identified-suspect-attends-hearing/287-9dc605e0-64c3-42ec-836d-792b7d04fdfd
https://www.nbcdfw.com/news/local/lamar-high-school-on-lockdown-due-to-on-campus-shooting/3218267/
https://www.cnn.com/2023/03/20/us/lamar-high-school-shooting-arlington-texas/index.html",100,National,4,Spring,Arlington,TX,High,Front of School,Outside on School Property,Yes,School Start,6:56 AM,1,Two students shot outside of school before morning classes,"Two students were injured after a shooting on the Lamar High School campus in Arlington Monday morning, and a suspect is in custody, according to police and district officials. The shooting happened on campus outside a school building, the district said. Shooter had 2 unused shotgun shells in his backpack when he fled.",,Victims Targeted,No,,No,No,No,,No,No,No,2,32.762637,-97.12519
20230319ORFOS,3,19,2023,3/19/23,Foster Elementary School,0,0,0,0,https://www.kezi.com/news/bullets-hit-sweet-home-elementary-school-neighbors-and-parents-outraged/article_a091589e-e3a9-11ed-91c8-8375068bd128.html,1,Local,4,Spring,Sweet Home,OR,Elementary,Beside Building,Outside on School Property,No,Not a School Day,7:43 AM,1,Man fired 6 shots from his living room at the school across the street during mental health crisis,"Sweet Home police said they issued an extreme protection order for the man, which is a rarely-used method that gives the court authority to prevent a person from possessing firearms if they pose a threat to themselves or others. After a lengthy process, that order was granted by the court, SHPD officials said. Sweet Home police said they applied for and were granted a search warrant of the man’s home, which is across the street from Foster Elementary School. They carried out the search on March 24. Police said they found and seized seven guns in the man’s home. In addition, police said they found six bullet holes in a window of the house, and further investigation revealed holes in the upper part of Foster Elementary School’s structure. Police said they notified the school of the damage.",Psychosis,Neither,No,,No,No,No,No,No,No,No,6,44.41021,-122.670486
20230316NYPSB,3,16,2023,3/16/23,PS 49 Willis Avenue School,0,1,1,0,https://abc7ny.com/nyc-crime-bronx-16-year-old-shot-mott-haven/12964197/,4,Local,4,Spring,Bronx,NY,Elementary,Basketball Court,Outside on School Property,No,After School,4:30 PM,1,Teen shot in parking lot behind school near the playground,Two male teens shot a teen victim in the parking lot behind the school. Children were on the playground near the scene.,Escalation of Dispute,Victims Targeted,Yes,Two shooters,No,No,No,No,No,,No,10,40.810846,-73.92258
20230316NCLOD,3,16,2023,3/16/23,Lowe's Grove Middle School,0,0,0,0,"https://abc11.com/crime-gun-durham-school-campuses-lowes-grove-middle-hillside-high/12964542/
https://www.wral.com/students-arrested-after-gun-incidents-at-2-durham-schools/20767484/",2,Local,4,Spring,Durham,NC,Middle,Inside School Building,Inside School Building,Yes,Afternoon Classes,2:00 PM,1,"Student robbed classmate at gunpoint, arrested by SRO","According to the Durham County Sheriff's Office, a gun was found on a 14-year-old who allegedly used it to rob another student. The investigation started just before 2:00 p.m. after the school resource officer received a tip about a possible armed robbery of another student on campus. The SRO found the student who still had the handgun with an extended magazine and items taken from the student who was robbed.",Illegal Activity,Victims Targeted,No,,No,No,No,No,No,No,No,0,35.904293,-78.890991
20230316DCCOW,3,16,2023,3/16/23,Coolidge High School,0,0,0,0,"https://www.fox5dc.com/news/shell-casings-damage-to-the-building-after-reports-of-shots-fired-near-coolidge-high-school-in-dc
https://www.wusa9.com/article/news/crime/shots-fired-near-coolidge-high-school-investigation/65-2c7dfb85-bc83-433b-9703-dd854795b757",5,Local,4,Spring,Washington,DC,High,Front of School,Outside on School Property,Yes,Morning Classes,10:00 AM,1,"Multiple shots fired during robbery at front door of school during morning classes, bullet struck the school","Student was robbed at gunpoint near the front door of the school. The gun went off during the robbery and struck the school building. ""The [gunshot] was not directed at the school or the victim,” Heraud said. “The suspect may have negligently discharged the firearm as he was returning back to the vehicle."" School went on lockdown and shooter fled. Police recovered multiple shell casings and building was damaged.",Illegal Activity,Victims Targeted,Yes,Two teens,No,No,No,No,No,No,No,5,38.967254,-77.019802
20230315MICEW,3,15,2023,3/15/23,Century Park Learning Center,0,0,0,0,"https://www.mlive.com/news/2023/03/west-michigan-school-closes-day-after-shots-fired-near-campus.html
https://www.fox17online.com/news/local-news/kent/wyoming-dps-grandville-pd-respond-to-shots-fired-near-school",5,Local,4,Spring,Wyoming,MI,Elementary,Outside on School Property,Outside on School Property,Yes,Dismissal,3:40 PM,1,Shots fired at dismissal,Shots fired during dismissal. No injuries and shooter fled. Staff rushed students back inside and buses held in the parking lot. School closed the next day so staff could seek mental health resources.,,,No,,No,No,No,No,No,No,No,10,42.861407,-85.781063
20230315COINB,3,15,2023,3/15/23,Innovation and Options Charter School,0,1,1,0,https://www.9news.com/article/news/crime/teens-charged-brighton-shooting/73-49712006-34c3-4896-a240-9327701d6ba1,20,Regional,4,Spring,Brighton,CO,High,Outside on School Property,Outside on School Property,Yes,Lunch,12:30 PM,1,Shots fired and one student wounded during planned fight between students from multiple schools,Teen was wounded during lunchtime fight between students from four different high schools. 10 schools went on lockdown. Police believed teen with gun had returned to Prairie View High. Shooting occured at the edge of the campus.,Escalation of Dispute,Victims Targeted,Yes,Large planned fight,No,No,No,No,No,,No,15,39.985323,-104.811331
20230315CALIG,3,15,2023,3/15/23,Liberty Ranch High School,0,2,2,0,https://www.lodinews.com/news/article_0ca87658-c41e-11ed-b153-b764e5baf4f5.html,1,Local,2,Spring,Galt,CA,High,Front of School,Outside on School Property,No,After School,5:30 PM,1,Two teens shot in front of school,"Two teens shot during drive-by in front of the school, shots missed a third teen.  Liberty Ranch's stunt cheer practice, adult school, and several athletic teams returning to campus from out-of-town contests. Students and staff at all six of the district's campuses were sent home when the incident happened.",Drive-by Shooting,Victims Targeted,,,No,No,No,No,No,,No,99,38.286604,-121.282142
20230314NYMAM,3,14,2023,3/14/23,Martin Luther King Jr. Educational Campus,0,1,1,0,"https://abc7ny.com/nyc-shooting-upper-west-side-student-shot-mlk-high-school/12955880/
https://abc7ny.com/upper-west-side-shooting-student-shot-mlk-high-school-amsterdam-avenue/12952533/
https://pix11.com/news/teen-shot-outside-manhattan-high-school-sources/",30,Regional,4,Spring,New York,NY,High,Front of School,Outside on School Property,Yes,Morning Classes,9:50 AM,1,Teen shot in front of school during morning classes,"A teenager was shot and injured outside a high school on the Upper West Side. The shooting happened on Tuesday at 9:50 a.m. in front of the Martin Luther King Jr. Educational Campus on Amsterdam Avenue at 66th Street. The victim was shot in the torso and taken into the school for treatment before he was rushed to a nearby hospital. The gunman was arrested a short distance away. He's refusing to talk to police, so the NYPD is working to figure out his background.",Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,Yes,No,3,40.774611,-73.984651
20230314NYHAN,3,14,2023,3/14/23,Harlem Renaissance High School,0,2,2,0,https://www.cbsnews.com/newyork/live-updates/nypd-says-three-manhattan-shootings-may-be-connected/,30,Regional,4,Spring,New York,NY,High,Front of School,Outside on School Property,Yes,Afternoon Classes,1:00 PM,1,"4 students were approached by group of teens when they left the school, shots fired during fight","At around 1 p.m., four students leaving Renaissance High School got into a physical altercation with three men, police said. Shots rang out and a 16-year-old was hit once, so was a 27-year-old, who was an unintended target.",Escalation of Dispute,Both,Yes,Group of teens,No,No,No,No,No,Yes,No,99,40.807635,-73.939252
20230313NYPSN,3,14,2023,3/14/23,PS 57 James Weldon Johnson,0,0,0,0,"https://abc7ny.com/nyc-shooting-upper-west-side-student-shot-mlk-high-school/12955880/
https://www.cbsnews.com/newyork/live-updates/nypd-says-three-manhattan-shootings-may-be-connected//",30,Regional,3,Spring,New York,NY,Middle,Front of School,Outside on School Property,Yes,Dismissal,3:00 PM,1,Shots fired by group of teens,4-5 shots fired by group of teens in front of school. Connected to two prior shootings at NYC schools earlier in the day related to a dispute between teens from rival housing projects.,Escalation of Dispute,Victims Targeted,Yes,Group of teens,No,No,No,No,No,Yes,No,4,40.797299,-73.940644
20230309WIBAM,3,9,2023,3/9/23,Barack Obama School,0,0,0,0,https://www.fox6now.com/news/shots-fired-barack-obama-school-man-charged,1,Local,4,Spring,Milwaukee,WI,High,Front of School (Bus),Outside on School Property,Yes,School Start,8:00 AM,1,Student pointed gun at other student then fired round into air during dispute,"According to the criminal complaint, police were dispatched to the grounds of Barack Obama School around 8 a.m on March 9 for the report of shots fired. Upon arrival, police learned that a student, later identified as Elijah McGhee, pointed a gun at other students while on the school bus and then discharged one round into the air after exiting the bus. A victim on scene told authorities that she had been riding the school bus when McGhee began to make fun of her friend. The victim stated that she confronted McGhee, and they began to argue. At that time, the victim claims McGhee produced a firearm and pointed it at her and threatened to shoot her before pointing the gun at other students on the bus. The victim claims McGhee then slapped her in the face and pushed her down into her seat. When the bus arrived at school, McGhee allegedly fired one round into the air after exiting the bus. Surveillance footage showed McGhee discharged one round into the air while standing outside the bus. Multiple children were in the vicinity at the time. ",Escalation of Dispute,Neither,No,,No,No,No,No,No,No,No,1,43.109682,-87.966669
20230309OHMAM,3,9,2023,3/9/23,Maple Heights High School,0,1,1,0,"https://www.cleveland19.com/2023/03/08/maple-height-teen-shot-near-high-school/
https://www.news5cleveland.com/news/local-news/1-injured-after-shooting-near-maple-heights-high-school-police-ask-for-publics-help",2,Local,2,Spring,Maple Heights,OH,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,3:30 PM,1,"17-year-old shot near the school parking lot, school went on lockdown","Multiple shots fired and 17-year-old wounded in or near the parking lot of the school. School went on lockdown for 50 minutes. Per school statement, the shooter and victim were not students.",,Victims Targeted,No,,No,No,No,No,No,,No,99,41.413739,-81.560734
20230308WVHIH,3,8,2023,3/8/23,Hinton Area Elementary School,0,0,0,0,https://www.wvnstv.com/news/crime/summers-county-crime/man-arrested-after-shots-fired-near-elementary-school-in-summers-county/,1,Local,3,Spring,Hinton,WV,Elementary,Outside on School Property,Outside on School Property,No,After School,4:24 PM,1,23-year-old man fired shots outside school,"23-year-old man fired shots outside school. Arrested by police. School was not targeted, shooting was related to illegal drugs.",Illegal Activity,Neither,No,,No,No,No,No,No,No,No,99,37.67031,-80.891813
20230308PAHEP,3,8,2023,3/8/23,Heston Elementary School,0,1,1,0,"https://whyy.org/articles/west-philadelphia-shooting-heston-school-54th-street-lansdowne-avenue/
https://www.nbcphiladelphia.com/news/local/person-shot-near-school-in-west-philadelphia-police-say/3517052/",10,Regional,4,Spring,Philadelphia,PA,Elementary,Front of School,Outside on School Property,Yes,Dismissal,3:45 PM,1,"10 shots fired outside, bullet went through office window with 3 staff members standing nearby","A 21-year-old man was outside the Heston Elementary School along the 1600 block of North 54th Street around 3:45 p.m. when at least one gunman fired at least 10 shots, according to investigators. ""This is totally unacceptable to fire shots anywhere in the city, especially so close to where school children are,"" Philadelphia School District spokesperson Monique Braxton said. The 21-year-old man was shot once in the thigh. He was taken to the hospital in stable condition. Bullets also went through the window of the school's main office, nearly striking the school secretary and two other employees who were inside. “She heard the bullets whiz by,"" Braxton said. ""That’s how close it was to her. And two other people were also standing in the office at that time.” 
The shooting occurred 45 minutes after dismissal, according to Braxton, though there were still children inside the building at the time. The school was placed on lockdown before it was later lifted as parents picked up their kids.",,Victims Targeted,No,,No,No,No,No,No,,No,14,39.977723,-75.229961
20230307INTHI,3,7,2023,3/7/23,Thomas Carr Howe High School,1,0,1,0,"https://www.wthr.com/article/news/local/shooting-near-thomas-carr-howe-high-school-east-side-indianapolis-indiana/531-34c5ff21-1515-4fa6-853e-c1434bc2aaac
https://fox59.com/news/indycrime/person-shot-near-east-side-indy-high-school/",10,Regional,4,Spring,Indianapolis,IN,High,Parking Lot,Outside on School Property,No,Sport Event,8:10 PM,1,19-year-old male fatally shot near door to gym during high school basketball game,"Indianapolis Metropolitan Police Department crews were called around 8:10 p.m. to 4900 Julian Avenue, the address listed for Thomas Carr Howe High School, for a person shot. Upon arrival at the building, which is near the intersection of E. Washington Street and Emerson Avenue, IMPD crews found one person in the parking lot with a gunshot wound. That victim, who IMPD identified as a male, was taken to a local hospital where he later died from his injuries. Police did not release the age of the male victim. IMPD PIO William Young said on scene that detectives have identified and are speaking with a person of interest regarding the shooting. Several bullet casings were found near the male victim in the school’s parking lot, IMPD said.",,Victims Targeted,,,No,No,No,No,No,,No,99,39.767696,-86.085286
20230306TXPAA,3,6,2023,3/6/23,Palo Duro High School,0,1,1,0,"https://www.newschannel10.com/2023/04/24/amarillo-police-arrest-2-shooting-that-left-palo-duro-student-wounded/
https://abc7amarillo.com/news/local/multiple-shots-fired-stray-bullet-hits-palo-duro-high-school-student-on-tennis-court-lockdown-whittier-elementary-school-amarillo-texas-amarillo-police-department-crime-stoppers-gun-crime-palo-duro-dons",10,Regional,4,Spring,Amarillo,TX,High,Basketball Court,Outside on School Property,Yes,Afternoon Classes,2:00 PM,1,Student hit by stray bullet while on tennis court during afternoon classes,"A Palo Duro High School student was hit by a stray bullet Monday afternoon. Amarillo police responded to the area of NE 24th Ave and N. Arthur Street around 2 p.m. after getting several 911 calls. ""We received several calls from different callers, all stating there were numerous shots fired,"" said police. Police were also told a student on the tennis courts at Palo Duro High School had been shot in the hand. He was treated at the hospital for a non-life threatening injury.",Drive-by Shooting,Random Shooting,No,,No,No,No,No,No,No,No,99,35.226615,-101.823084
20230306NYPAN,3,6,2023,3/6/23,Park West High School,0,1,1,0,https://nypost.com/2023/03/07/15-year-old-shot-outside-nycs-park-west-high-school/,1,Local,3,Spring,New York,NY,High,Front of School,Outside on School Property,Yes,Dismissal,3:00 PM,1,Student shot in the back at dismissal,"A 15-year-old boy was shot in the back near a Hell’s Kitchen high school Monday right after dismissal, although he didn’t go to a hospital for treatment until 10 hours later, cops said Tuesday. The teen — who has been “highly uncooperative” with cops — was shot near Park West High School at 534 W. 50th St. in Manhattan just after 3 p.m., police said.",,Victims Targeted,,,No,No,No,No,No,,No,1,40.76518,-73.992965
20230306MISTR,3,6,2023,3/6/23,Steeland Elementary School,0,1,1,0,"https://www.wxyz.com/news/rosevilles-steenland-elementary-locked-down-due-to-shooting-outside-school
https://www.macombdaily.com/2023/03/06/one-injured-in-shooting-outside-roseville-elementary-school/",10,Regional,4,Spring,Roseville,MI,Elementary,Front of School,Outside on School Property,Yes,Afternoon Classes,3:10 PM,1,"Expelled 13-year-old student was on campus, parent tried to stop teen from engaging students in altercations and was shot twice","Suspended student was on campus, parent tried to stop teen from engaging students in altercations and was shot twice. Neighborning middle and elementary schools were both locked down. Shooter fled and was arrested. 13-year-old was given the gun by a 19-year-old with two prior weapons charges.",,Victims Targeted,No,,No,No,No,No,No,,No,99,42.498345,-82.953091
20230306MDPAB,3,6,2023,3/6/23,Patterson High School,1,0,1,0,"https://www.thebaltimorebanner.com/community/criminal-justice/teenager-shot-east-baltimore-park-VDR7SEYHGRHFTGNB4WNWBXAF2I/
https://www.wbaltv.com/article/patterson-high-school-student-killed-izaiah-carter-friend/43248899#",20,Regional,4,Spring,Baltimore,MD,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,2:00 PM,1,Student shot in the head during afternoon classes outside the building,Student was fatally shot in the head near the track and baseball fields during afternoon classes. School went on lockdown and dismissal was delayed. Group of teens ran from the scene. Shooter fled and has not been identified.,Escalation of Dispute,Victims Targeted,,,No,No,No,Yes,No,,No,99,39.292601,-76.540269
20230306MDLEB,3,6,2023,3/6/23,Leith Walk Elementary\Middle School,0,0,0,0,https://www.wbaltv.com/article/shots-fired-basketball-court-leith-walk-school-baltimore/43221906,5,Local,4,Spring,Baltimore,MD,K-8,Basketball Court,Outside on School Property,No,Sport Event,4:50 PM,1,Parent pointed gun at another parent during argument at youth basketball game,Parent pointed gun at another parent during argument at youth basketball game. Police responded for reported shots fired but determine that no shots were fired.,Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,No,No,0,39.364959,-76.591131
20230303MTGAL,3,3,2023,3/3/23,Garfield Elementary School,0,1,1,0,"https://www.krtv.com/news/montana-and-regional-news/bb-gun-shots-result-in-brief-lock-down-at-lewistown-school
https://www.montanarightnow.com/great-falls/two-boys-detained-for-shooting-a-bb-gun-towards-a-lewistown-elementary-school/article_edf116c8-b9fc-11ed-b140-ebb2cc17b0c6.html",5,Local,4,Spring,Lewistown,MT,Elementary,Playground,Outside on School Property,Yes,Morning Classes,10:00 AM,1,Two minors fired BB guns at students on the playground,Two minors fired BB guns at students on the playground. Students ran inside and school went on lockdown. One staff member was injured. Both minors were arrested.,,Random Shooting,Yes,2 minors,No,No,No,No,No,No,No,99,47.070805,-109.422303
20230301ILSAC,3,1,2023,3/1/23,Sawyer Elementary School,1,0,1,0,https://chicago.suntimes.com/crime/2023/3/2/23622163/andres-vasquez-lasso-chicago-police-officer-slain-kids-sawyer-elementary-gage-park,50,Regional,4,Spring,Chicago,IL,Elementary,Playground,Outside on School Property,No,After School,4:45 PM,1,Police officer and suspect shot next to school playground while kids were playing,"Suspect fired shots at Chicago police officer who was chasing him down the street. Officer was struck and collapsed next to playground, suspect was also struck in collapsed in school parking lot next to playground. Children were using the playground when shots were fired and took cover behind the slides.",Illegal Activity,Random Shooting,No,,No,No,Yes,No,No,No,No,99,41.798502,-87.705906
20230301ILMAM,3,1,2023,3/1/23,Marion Junior High School,0,0,0,0,https://www.kfvs12.com/2023/03/01/marion-ill-police-investigating-after-students-believed-be-shot-with-airsoft-pellets/,3,Local,4,Spring,Marion,IL,Middle,Football Field/Track,Outside on School Property,Yes,Morning Classes,10:45 AM,1,37 students were shot by 3 men with pellet guns while running on the track during gym class,37 students were shot by 3 men with pellet guns while running on the track during gym class. All of the students were evaluated by the school nurse and did not have injuries. Three men detained at a nearby gas station and charged with 38 counts of aggravated battery.,Drive-by Shooting,Random Shooting,Yes,3 men,No,No,No,No,No,No,No,99,37.730533,-88.942659
20230301GASAS,3,1,2023,3/1/23,Savannah High School,0,1,1,0,https://www.wjcl.com/article/savannah-high-school-shooting-arrest/43166741#,10,Regional,4,Spring,Savannah,GA,High,Front of School,Outside on School Property,Yes,Dismissal,2:40 PM,1,Teen shot in front of school by another teen,15-year-old was shot in the leg in front of the school following a dispute with a non-student teen. 16-year-old fled and was arrested after a foot chase. Shot was fired from the apartments across the street from the school.,Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,,No,99,32.063519,-81.059159
20230301CONOP,3,1,2023,3/1/23,North Mesa Elementary School,0,0,0,1,"https://www.denverpost.com/2023/03/01/pueblo-county-deputy-shooting-elementar-school/
https://www.kktv.com/2023/03/01/standoff-near-pueblo-county-elementary-school-ends-with-suspect-shot/",3,Regional,4,Spring,Pueblo,CO,Elementary,Playground,Outside on School Property,Yes,Dismissal,3:30 PM,1,"Man fired shots at school playground from his backyard near the school, killed during standoff with police",Adult man fired shots at students on the school playground during dismissal. Student ran into the school and the building went on lockdown. Shooting resulted in a police standoff. Man was killed after firing shots at officers. Man was known to law enforcement and frequently fired shots in his backyard.,Hostage/Standoff,Random Shooting,No,,No,Yes,No,No,No,No,No,99,38.250007,-104.515919
20230227CAGAC,2,27,2023,2/27/23,Gahr High School,1,0,1,0,https://www.cbsnews.com/losangeles/news/cerritos-shooting-investigation-shuts-down-gahr-high-school/,10,Regional,4,Winter,Cerritos,CA,High,Parking Lot,Outside on School Property,No,Night,2:00 AM,1,Man fatally shot and died in school parking lot,Man was shot inside a vehicle and died in the school parking lot. Classes were cancelled due to the crime scene near the front of the school. Shooter fled.,Drive-by Shooting,Victims Targeted,,,No,No,No,No,No,,No,99,33.873616,-118.094666
20230223OHWOC,2,23,2023,2/23/23,Woodward Career Technical High School,0,1,1,0,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/bond-hill/woodward-high-school-briefly-put-on-lockdown-after-person-shot-nearby,10,Regional,4,Winter,Cincinnati,OH,High,Inside School Building,Inside School Building,Yes,After School,3:00 PM,1,"Student was shot next to campus and ran into the school for help, transported in serious condition","Student was shot near the campus and ran back to the school for help. School was placed on lockdown, after school and evening activities were cancelled, and large police response to search the entire building for a shooter or weapon. Student transported in serious condition. Extra police will patrol campus for the remainder of the week.",,Victims Targeted,,,No,No,No,,No,,No,99,39.189778,-84.465894
20230222COESE,2,22,2023,2/22/23,Estes Park Elementary School,0,0,0,0,"https://www.facebook.com/estesparkpolicedepartment/posts/pfbid031Cu6RiiwnDb4YLSr8zLv61wY9ehmfdKubMgEjw4yHRJeTq5BFzS5G8uiEYJ164fgl
https://www.sacbee.com/news/nation-world/national/article272581192.html",3,Regional,4,Winter,Estes Park,CO,Elementary,Inside School Building,Inside School Building,Yes,Morning Classes,9:23 PM,1,Officer fired round into floor during swatting response,"During its investigation at the Estes Park Schools, an Estes Park Police officer accidentally discharged one round into the floor at the Elementary School. No one was injured. Other officers were in the building to assist, including officers from the National Park Service and Larimer County Sheriff’s Office. There were no students or School District personnel present in the school at the time of the discharge. The Police Department is reviewing its response to this call and the subsequent accidental discharge.",Accidental,Neither,No,,No,No,Yes,No,No,No,No,1,40.368443,-105.498572
20230221LARUR,2,21,2023,2/21/23,Ruston High School,0,0,0,0,"https://www.ktbs.com/news/shots-fired-at-high-school-softball-game-in-ruston/article_e06bf462-b265-11ed-9c2f-539d51dd1262.html
https://www.ksla.com/2023/02/21/bullet-interrupts-high-school-softball-game/",2,Local,4,Winter,Ruston,LA,High,Field (General),Outside on School Property,No,Sport Event,6:00 PM,1,Bullet struck dugout during girls softball game,"Bullet struck the dugout where high school softball players were sitting. Witnesses reported hearing gunshots off in the distance, then a bullet hit a dugout, authorities said. You can see where it cut through the plastic dugout barrier and struck a metal pole, stopping it from hitting any of the players.",Accidental,Neither,,,No,No,No,No,No,No,No,99,32.507175,-92.635044
