Incident_ID,Month,Day,Year,Date,School,Victims_Killed,Victims_Wounded,Number_Victims,Shooter_Killed,Source,Number_News,Media_Attention,Reliability,Quarter,City,State,School_Level,Location,Location_Type,During_Classes,Time_Period,First_Shot,Duration_min,Summary,Narrative,Situation,Targets,Accomplice,Accomplice_Narrative,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Active_Shooter_FBI,Shots_Fired,LAT,LNG
20231021OHFAD,10,21,2023,10/21/23,Fairview PreK-6 School,0,1,1,0,"https://www.whio.com/news/local/one-hospitalized-after-shooting-near-local-school-building/6QK6LAE4YRCU7KMYQFG357NCAM/
https://dayton247now.com/news/local/at-least-one-taken-to-hospital-after-shooting-near-school",2,Local,3,Fall,Dayton,OH,Elementary,Parking Lot,Outside on School Property,No,Evening,7:08 PM,1,Person shot in school parking lot,Person shot in school parking lot,,,No,,No,No,No,No,No,No,No,,39.790098,-84.229618
20231020FLLIT,10,20,2023,10/20/23,Lincoln High School,0,1,1,0,https://www.wctv.tv/2023/10/20/lincoln-high-school-student-arrested-after-bringing-airsoft-rifle-campus/,3,Local,4,Fall,Tallahassee,FL,High,Parking Lot,Outside on School Property,Yes,Morning Classes,8:15 AM,1,Student shot classmate with replica AR-15 rifle in parking lot,"A Lincoln High School student was arrested Friday morning after they allegedly brought an airsoft gun on campus and fired it at another student, according to the Leon County Sheriff’s Office. LCSO says around 8 a.m. Friday, Lincoln High staff members observed a distressed student who informed them they had been shot with an airsoft gun. LCSO’s School Resource deputy on campus arrested the student, who is an 11th grader and transported him to the Juvenile Assessment Center, according to LCSO. He was charged with felony possession of a dangerous weapon on campus.",,Victims Targeted,No,,No,No,No,No,No,No,No,1,30.43544,-84.213519
20231020FLFAT,10,20,2023,10/20/23,Farnell Middle School,0,0,0,1,"https://teamhcso.com/News/PressRelease/8f12d1de-a566-4f15-89a2-9b00337828f2/en-US
https://www.fox13news.com/news/hillsborough-deputies-investigating-death-at-farnell-middle-school",20,Regional,4,Fall,Tampa,FL,Middle,Parking Lot,Outside on School Property,Yes,School Start,7:00 AM,1,Ex-husband of teacher killed himself in front of students in the drop off area,"On Friday, October 20, 2023, deputies responded to calls about a shooting that had occurred at Farnell Middle School. When deputies arrived, they located a deceased adult male in the back part of the school. The preliminary investigation shows that a man drove to where students are dropped off by bus and by their parents. As he approached the school building, he took his life with a self-inflicted gunshot wound. Unfortunately, two students were in the vicinity at the time of the shooting and witnessed the incident. Those students ran to the office, where they informed school staff and, using the CENTEGIX System, placed the school on immediate lockdown.",Suicide/Attempted,Victims Targeted,No,,No,No,No,No,No,No,No,1,28.07222,-82.635721
20231019ILMAC,10,19,2023,10/19/23,Mather High School,0,0,0,0,https://wgntv.com/news/chicagocrime/alderman-shots-fired-near-mather-high-school-in-chicago/,1,Local,3,Fall,Chicago,IL,High,Parking Lot,Outside on School Property,No,After School,,1,"Shots fired in school parking lot during after school activities, several cars damaged","Shots fired in school parking lot during after school activities, several cars damaged",,,,,No,No,No,No,No,,No,99,41.987506,-87.700849
20231019TXNAA,10,19,2023,10/19/23,Navarro High School,0,1,1,0,https://www.kxan.com/news/local/austin/apd-says-scene-still-active-after-juvenile-shot-in-northeast-austin/,5,Local,4,Fall,Austin,TX,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,1:00 PM,1,Student shot in the student parking lot,Police responded for reported shooting and found a stuent with a gunshot wound in the student parking lot. School went on lockdown.,,Victims Targeted,No,,No,No,No,No,No,,No,99,30.360665,-97.70812
20231019CAGRF,10,19,2023,10/19/23,Greenberg Elementary School,0,1,1,0,https://www.yourcentralvalley.com/news/crime/fresno-teen-arrested-for-shooting-fleeing-with-gun-to-elementary-school/,5,Local,4,Fall,Fresno,CA,Elementary,Outside on School Property,Outside on School Property,Yes,School Start,7:45 AM,1,Principal detained student with gun who was running across campus,"The Fresno Police Department says it all started around 7:45 a.m. Thursday, when they received a ShotSpotter activation reporting 11 shots were fired in the 5100 block of East Lane Avenue. It happened to fall right next door to Greenberg Elementary, which was placed on lockdown. They say immediately after the shooting, the suspect, whose mother said is a sixth grader at Greenberg, fled heading right towards the school. That’s when police say a teacher spotted him jumping over a fence, bringing a gun onto school grounds. “Immediately told the principal what she had seen. And then the principal immediately detained the juvenile before he made it any further onto the school campus,” said Sgt. Diana Trueba Vega with the Fresno Police Department. When officers arrived, they took the alleged shooter into custody and found a 15-year-old boy shot multiple times in his left leg and on the left side of his body at the apartment complex.",,Victims Targeted,No,,No,No,No,No,No,,No,11,36.732736,-119.724702
20231018WILUW,10,18,2023,10/18/23,Luther Preparatory School,0,0,0,1,https://www.wisn.com/article/watertown-police-shoot-kill-man-near-elementary-school/45572872#,10,Local,4,Fall,Watertown,WI,K-12,Beside Building,Outside on School Property,Yes,Morning Classes,11:15 PM,1,Man fleeing from police was shot on campus when he pulled handgun,Police were investigating property damage to an apartment building when the suspect fled. Police chased the suspect onto the school campus where he pulled a handgun near a campus building. Police fatally shot the man. School went on lockdown and cancelled classes the following day.,Illegal Activity,Victims Targeted,No,,No,No,No,No,No,No,No,99,43.188626,-88.713206
20231015OHEAT,10,15,2023,10/15/23,East Broadway Elementary,0,1,1,0,https://www.13abc.com/2023/10/16/man-shot-neck-after-confrontation-flag-football-game/,1,Local,4,Fall,Toledo,OH,High,Football Field/Track,Outside on School Property,No,Sport Event,10:00 AM,1,Man shot another man in the neck during dispute a youth football game,"Toledo police officers responded to the football field of East Broadway Elementary Sunday morning on reports of shots fired. Witnesses told police the suspect had pointed a gun in the victim’s face, and when the victim swiped at it, the 26-year-old victim was shot in the neck. TPD says he suffered non-life-threatening injuries. Officers stopped a truck matching the description and found Dominique McClain, 23, hiding in the backseat.",Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,No,No,1,41.619143,-83.511858
20231015TXFRD,10,15,2023,10/15/23,Fred Moore High School,1,1,2,0,"https://www.fox4news.com/news/2-men-shot-in-high-school-parking-lot-denton-police-say
https://www.wfaa.com/video/news/crime/man-dies-critically-injured-shooting-denton-school-parking-lot-police/287-1cb40db3-2035-4537-b3bb-018b1ff0bbc2",5,Local,4,Fall,Denton,TX,High,Parking Lot,Outside on School Property,No,Night,2:30 AM,1,Two men shot in school parking lot,"Police said they got multiple calls around 2:30 a.m. about shots fired in the school’s parking lot. When officers got there, they found two adult gunshot victims who were taken to local hospitals.",,,,,No,No,No,No,,,No,99,33.20714,-97.127168
20231015MOKIK,10,15,2023,10/15/23,North Kirkwood Middle School,0,0,0,0,"https://www.riverfronttimes.com/news/bob-mccullochs-son-arrested-for-kirkwood-trunk-or-treat-shooting-41062265
https://www.stltoday.com/news/local/crime-courts/shots-fired-at-kirkwood-school-trunk-or-treat-event/article_1f49f840-6bbc-11ee-9767-4bae03581e5e.html
https://fox2now.com/news/missouri/shots-fired-at-kirkwood-schools-trunk-or-treat-event/",5,Local,4,Fall,Kirkwood,MO,Middle,Parking Lot,Outside on School Property,No,School Event,5:00 PM,1,Man fired shot into the air during Halloween event in school parking lot,"A probable cause statement against Matthew McCulloch (St. Louis Police Officer) alleges he told multiple people they “are all going to die” at the trunk-or-treat event. It also says he began harassing people in the parking lot while hundreds of children and adults were there. The statement goes on to say that Matthew McCulloch was shoved to the ground after threatening a witness and the witness’ wife. Matthew McCulloch pulled up his shirt to show a handgun and a badge, the statement alleges. Officials said he then fired shots into the air “approximately a dozen times while shouting that the attendees would die.” Several people at the event tackled Matthew McCulloch and took his gun, according to court documents.",Indiscriminate Shooting,Random Shooting,No,,No,No,No,No,No,No,Yes,12,38.600036,-90.418977
20231013FLBOS,10,13,2023,10/13/23,Booker High School,0,0,0,0,"https://www.wfla.com/news/sarasota-county/police-investigate-after-shots-fired-near-booker-high-school-in-sarasota/
https://www.mysuncoast.com/2023/10/14/spd-investigating-shooting-incident-near-booker-high-school/",10,Local,4,Fall,Sarasota,FL,High,Off School Property,Off School Property,No,Sport Event,8:30 PM,1,"Shots fired on the street next to the football stadium, crowd evacuated",The crowd and players ran from the football stadium when shots were fired on the street outside. No injuries.,,,,,No,No,No,No,,,No,99,27.363912,-82.541942
20231013OHCLC,10,13,2023,10/13/23,Cleveland Central Catholic High School,0,1,1,0,"https://www.news5cleveland.com/news/local-news/we-follow-through/police-arrest-15-year-old-accused-of-shooting-15-year-old-shot-near-cleveland-central-catholic-high-school
https://fox8.com/news/15-year-old-shot-near-cleveland-catholic-school/
https://fox8.com/news/15-year-old-arrested-in-shooting-near-cleveland-central-catholic-high-school/
https://www.cleveland19.com/2023/10/13/15-year-old-shot-during-fight-outside-cleveland-central-catholic-high-school/",20,Local,4,Fall,Cleveland,OH,High,Front of School,Outside on School Property,Yes,Dismissal,3:00 PM,1,15-year-old shot during fight in front of the school,15-year-old was seriously injured when he was shot during a fight in front of the school at dismissal. A backpack was found by police in the grass in front of the building. The gun used may have been a pellet gun.,Escalation of Dispute,,,,No,No,No,No,No,,No,,41.459187,-81.643204
20231011CAMAL,10,11,2023,10/11/23,Manual Arts Sr. High School,0,1,1,0,https://www.foxla.com/news/shooting-near-high-school-in-los-angeles-under-investigation,1,Local,3,Fall,Los Angles,CA,High,Front of School,Outside on School Property,Yes,Morning Classes,8:30 AM,1,Man shot in front of school,Man shot in front of the school. School went on lockdown and LA School Police responded,,,,,No,No,No,No,No,,No,99,34.009266,-118.292033
20231011FLMIM,10,11,2023,10/11/23,Miami Edison High School,1,0,1,0,https://wsvn.com/news/local/miami-dade/man-killed-in-police-involved-shooting-near-miami-edison-high-school-2nd-armed-subject-in-custody/,5,Local,4,Fall,Miami,FL,High,Football Field/Track,Outside on School Property,No,Evening,5:15 PM,1,Man was fatally shot on the school football field,Man was found fatally shot on the school football field. Second arm man was shot at by officers and detained.,,Victims Targeted,No,,No,No,No,No,No,Yes,No,99,25.831978,-80.204024
20231011TXSEF,10,11,2023,10/11/23,Sellars Elementary School,1,0,1,0,"https://www.fox4news.com/news/sellars-elementary-school-shooting
https://www.nbcdfw.com/news/local/staff-member-dead-at-fwisd-elementary-school/3357903/",20,National,4,Fall,Forest Hill,TX,Elementary,Parking Lot,Outside on School Property,Yes,School Start,6:50 AM,1,Cafeteria work was fatally shot while talking to someone in the school parking lot,"In a statement late Wednesday afternoon, Forest Hill Police said a woman who worked at David K. Sellars Elementary School was talking with a person in a vehicle in the back parking lot when she was shot several times. Officers arrived at the 4200 block of Dorsey Street at about 6:50 a.m. and provided the injured woman first aid before she was taken to John Peter Smith Hospital in Fort Worth, where she died. Person of interest was found dead on Saturday.",Domestic w/ Targeted Victim,Victims Targeted,No,,No,No,No,No,,No,No,99,32.66651,-97.262486
20231010MOBAS,10,10,2023,10/10/23,Bayless Elementary School,0,0,0,0,https://fox2now.com/news/missouri/south-county-residents-shocked-after-gunfire-hits-elementary-school-driver-wanted/,5,Local,4,Fall,St. Louis,MO,Elementary,Front of School,Outside on School Property,Yes,Not a School Day,1:00 PM,1,Shots fired from vehicle struck the school,Shots fired from vehicle struck the school. Shooter fled. No suspect or motive identified.,Drive-by Shooting,Random Shooting,No,,No,No,No,No,No,No,No,99,38.552777,-90.300337
20231010NCTEF,10,10,2023,10/10/23,Terry Sanford High School,0,0,0,0,https://abc11.com/fayetteville-police-man-shoots-at-officer-terry-sanford-high-school-involved-shooting/13886712/,,Local,4,Fall,Fayetteville,NC,High,Field (General),Outside on School Property,No,Night,2:00 AM,1,Man fired shots are officers and barricaded inside his car near school baseball field,Man fired shots at officers striking a police car twice and then barricaded inside of his vehicle for 30 minutes near the school baseball field. He surrendered. No injuries.,Hostage/Standoff,Random Shooting,No,,No,Yes,No,No,No,No,No,99,35.063718,-78.914199
20231010SCDAD,10,10,2023,10/10/23,Darlington-Lee Adult Education Campus,1,0,1,0,https://wpde.com/news/local/heavy-police-first-responders-presence-reported-chestnut-street-darlington-county-possible-gunsfire-gunshots-heard-community-members-concerned-shooting-incident-developing-situation-south-carolina-october-10-2023,5,Regional,4,Fall,Darlington,SC,High,Parking Lot,Outside on School Property,Yes,Afternoon Classes,,1,Student fatally shot in parking lot during afternoon classes,16-year-old was fatally shot in the school parking lot during afternoon classes. School went on lockdown. Shooter fled in vehicle.,,Victims Targeted,,,No,No,No,No,No,,No,,34.223555,-80.240733
20231008ILTHD,10,8,2023,10/8/23,Thornridge High School,0,0,0,0,https://www.cbsnews.com/chicago/news/youth-football-game-shooting-dolton-bears-thornridge-high-school/,1,Local,4,Fall,Dolton,IL,High,Football Field/Track,Outside on School Property,No,Sport Event,2:45 PM,1,10 shots fired in stands during dispute between parents,"The third quarter was just getting under way as the Dolton Bears faced off with the South Holland Jets when a man opened fire. The ruckus cleared out the bleachers and had many scrambling. ""The first thing that came to our mind was to tell the children to get down, you know, get covered,"" said parent Dedric Scales. A packed crowd of mostly children ran for cover at the field at Thornridge High School where the peewee football game was underway. ",Escalation of Dispute,Both,No,,No,No,No,No,No,No,No,10,41.621601,-87.600081
20231006LATHT,10,6,2023,10/6/23,Thibodaux High Stadium,0,0,0,0,"https://www.fox8live.com/2023/10/19/13-year-old-custody-following-shooting-incident-thibodaux-high-school-football-game/
https://www.wdsu.com/article/thibodaux-football-shooting/45472359#
https://www.wwltv.com/article/news/crime/football-game-stopped-after-shots-fired-near-thibodaux-high-school-stadium/289-392ba77a-8019-49fe-beb0-e6dbe36a5d60",10,Local,4,Fall,Thibodaux,LA,High,Parking Lot,Outside on School Property,No,Sport Event,8:50 PM,1,Shots fired near football field cancelled game,"A 13-year-old boy was arrested on multiple felony charges, including aggravated assault with a firearm, following a shooting incident near a Thibodaux High School football game, Police Chief Bryan Zeringue confirmed. The incident occurred on the evening of Oct. 6 during a game between Thibodaux High School and Hahnville High School. Law enforcement officials providing security at the game reported hearing 5-6 gunshots from outside the stadium’s west side shortly before 8:30 p.m. The sound triggered a stadium evacuation, prompting authorities and school officials to suspend the game and clear the premises. Despite an immediate search by officers from both the Thibodaux Police Department and Lafourche Parish Sheriff’s Office, no crime scene, victims, or property damage were identified on the night of the incident. However, a medical event involving a student-athlete was reported, though it was clarified to be unrelated to the shooting, and no injuries linked to the gunshots were recorded. The investigation revealed that the gunfire followed a fight between two groups of juveniles in the stadium parking lot. The suspect, who was not part of the initial altercation, allegedly opened fire on one group as they were leaving the scene.",Escalation of Dispute,Victims Targeted,No,,No,No,No,No,No,,No,5,29.77768,-90.838674
20231006MIOAO,10,6,2023,10/6/23,Oak Park High School,0,2,2,0,https://www.wxyz.com/news/2-students-shot-during-oak-park-high-school-homecoming-football-game-district-says,1,Local,4,Fall,Oak Park,MI,High,Parking Lot,Outside on School Property,No,Sport Event,9:00 PM,1,Two students shot in the parking lot during football game,"Two students were shot Friday night during a football game at Oak Park High School, the school district said. It happened in the parking lot toward the end of Oak Park High School’s homecoming football game against Ferndale High School with about six minutes remaining. Oak Park Schools confirmed that both victims are students in the district. The district told 7 Action News that both students were transported to the hospital and one of the students was taken into surgery. Both are in stable condition. Some students reportedly were moved into the high school to shelter in place. Spectators took cover before being evacuated out of the opposite side of the stadium.",,,,,No,No,No,No,No,,No,99,42.465091,-83.184403
20231004WAGAS,10,4,2023,10/4/23,Garfield High School,0,0,0,0,"https://komonews.com/news/local/garfield-high-school-gun-shooting-police-presence-investigation-fight-football-field-property-damage-house-washington-king-county-public-schools-employee-staff-education-teacher-shots-fired-alder-bulldogss
https://www.king5.com/article/news/local/seattle/seattle-garfield-high-school-police-activity/281-3c2a7612-4965-4232-b05b-aaaab8baae18",10,Regional,4,Fall,Seattle,WA,High,Football Field/Track,Outside on School Property,Yes,Lunch,12:42 PM,1,Shots fired near football field while students were outside for lunch,Shots fired near football field while students were outside for lunch. Students ran back to the building and went on lockdown. No injuries. Police found property damage and shell casings.,,,No,,No,No,No,No,No,,No,99,47.605389,-122.300104
20231004GASAS,10,4,2023,10/4/23,Savannah High School,0,1,1,0,"https://www.wtoc.com/2023/10/05/im-shocked-neighbors-concerned-after-savannah-high-student-shot-while-walking-school/
https://www.wjcl.com/article/savannah-high-school-shooting-lockdown/45442624#",5,Local,4,Fall,Savannah,GA,High,Field (General),Off School Property,Yes,School Start,7:30 AM,1,Group of 4 students shot at as they walked on the sidewalk around the campus to the front gate,"Group of 4 students shot at, one wounded, as they walked on the sidewalk around the campus to the front gate before school started. Students ran and took shelter inside a firehouse that is next to the football field. School was placed on lockdown for the remainder of the day.",Drive-by Shooting,Victims Targeted,No,,No,No,No,No,No,,No,99,32.063472,-81.053506
20231002CAALL,10,2,2023,10/2/23,Albert Einstein High School,0,1,1,0,https://www.nbclosangeles.com/investigations/shooting-that-wounded-student-near-high-school-in-north-hills-investigated-as-possible-hate-crime/3237252/,5,Local,4,Fall,Los Angles,CA,High,Front of School,Outside on School Property,Yes,Dismissal,3:00 PM,1,"Two students shot at, one wounded, as they get into a car at the front gate of the school","The 16-year-old victim and another 17-year-old had just left Einstein and were getting into the 16-year-old's car near the front gate when a man approached, used racial slurs and began shooting, police said. “After those words were exchanged, the suspect produced a handgun and fired rounds at the victims. One of the victims, the driver of the vehicle, was struck and transported himself to the hospital,"" LAPD Dep. Chief Alan Hamilton said. ""In the course of transporting himself, he [the vicitm] struck the suspect with his vehicle, and that suspect eventually ran from the location,"" Hamilton said. The 17-year-old ran from the shooting scene and wasn't injured. The 16-year-old was said to be in stable condition recovering from gunshot wounds to the arm and face. Two schools on combined campus went on lockdown.",Racial,Victims Targeted,No,,No,No,No,No,No,No,No,99,34.23863,-118.479348
20231002AZALP,10,2,2023,10/2/23,Alhambra High School,0,0,0,0,"https://www.abc15.com/news/region-phoenix-metro/central-phoenix/multiple-gunshots-fired-near-phoenix-high-school-football-field-during-practice
https://www.azfamily.com/2023/10/03/shots-fired-during-football-practice-near-west-phoenix-high-school/",5,Local,4,Fall,Phoenix,AZ,High,Football Field/Track,Outside on School Property,No,Sport Event,6:45 PM,1,Multiple shots were fired from a vehicle parked at the football field during practice,"The principal of the school sent a letter to parents saying, in part, ""...as football practice was concluding, a minivan parked near the football stadium and discharged a firearm several times,"" and went on to say, ""Thankfully, no one was hurt.""",Drive-by Shooting,,,,No,No,No,No,No,,No,99,33.508996,-112.141564
20230930GAGRG,9,30,2023,9/30/23,Griffin High School,1,0,1,0,"https://www.fox5atlanta.com/news/suspect-identified-in-teen-homicide-outside-rival-high-school-football-game
https://www.griffindailynews.com/news/gpd-investigating-fatal-shooting-of-griffin-teen/article_6bf7ba7d-08a2-5c40-aac2-b5b4675aaf57.html
https://www.atlantanewsfirst.com/2023/10/01/1-dead-after-shooting-near-metro-atlanta-high-school-football-stadium-police-say/",10,Regional,4,Fall,Griffin,GA,High,Parking Lot,Off School Property,No,Sport Event,4:42 PM,1,15-year-old was fatally shot while crowd was leaving the afternoon high school football game,"Griffin police said a 15-year-old boy was shot 150 feet from Griffin Memorial Stadium. According to police, units working the game between Griffin High and Spalding High reported hearing gunshots just before 4:45 p.m. They found the boy near the intersection of South 5th Street and Poplar Street, the intersection between the football stadium and field house. Police said the boy was taken to Spalding Regional Hospital, where he later died. The Griffin-Spalding County School System said the shooting happened near the end of the game. Police have issued a lookout for 18-year-old Kaomarion Kendricks, who has arrest warrants for murder, aggravated assault, possession of a pistol by persons under 18, reckless conduct and possession of a firearm during a felony. His whereabouts are unknown and he should be considered “armed and dangerous,” police said. Per police, the shooting was targeted and the shooter knew the victim.",,Victims Targeted,No,,No,No,No,No,No,,No,99,33.24564,-84.259326
20230929AKWAW,9,29,2023,9/29/23,Wasilla School Bus,0,0,0,0,https://dailydispatch.dps.alaska.gov/Home/DisplayIncident?incidentNumber=AK23104653,5,Local,5,Fall,Wasilla,AK,,School Bus,School Bus,Yes,Dismissal,4:30 PM,1,"Man dropped rifle, bullet went through occupied school bus windshield and into seat","Troopers and EMS immediately responded to the scene. A preliminary investigation revealed that someone was transporting a 30.06 rifle from a camper into a residence when the firearm fell and accidentally discharged. The bullet struck the windshield and then hit a seat before leaving the bus out of a side window. None of the juveniles on the bus or the driver were struck by the bullet or injured in anyway. Troopers have determined that this was a non-criminal event, and have closed their investigation.",Accidental,Neither,No,,No,No,No,No,No,No,No,1,61.581102,-149.438108
20230929NCDUG,9,29,2023,9/29/23,Dudley High School,1,1,2,0,"https://myfox8.com/news/north-carolina/greensboro/victim-identified-in-deadly-shooting-in-dudley-high-school-parking-lot-greensboro-police-exhausted-attempts-to-locate-next-of-kin/
https://greensboro.com/news/local/unidentified-person-shot-wounded-near-dudley-high-school/article_7bb2fb2e-5f35-11ee-b0f9-eb313dfb2835.html",10,Local,4,Fall,Greensboro,NC,High,Parking Lot,Outside on School Property,No,Sport Event,9:49 PM,1,"Two people were shot in the parking lot of Dudley High School after a football game at the school on Friday, 8 others treated by EMS after vehicle drove through crowd","The football game between Dudley and Smith high schools had just ended. A News & Record reporter was conducting an interview when they heard a commotion and saw the car drive onto the sidewalk just above the stadium on the east side and in front of the fieldhouse. A man was seen lying on the ground and someone was tending to him. Another person ran toward the scene and was crying and embraced another person, according to the reporter.",Drive-by Shooting,Both,,,No,No,No,No,No,,No,,36.061077,-79.764821
20230928MDEDE,9,29,2023,9/29/23,Edgewood High School,0,0,0,0,https://m.facebook.com/story.php?story_fbid=pfbid0mvyw4JvjUoDLAsFc65suyqy3NmfEgE58cmqR4Qzj9CYF3zugJA6fkZFfgY3n3Z77l&id=100064677340284&mibextid=qC1gEa,4,Local,4,Fall,Edgewood,MD,High,Front of School,Outside on School Property,No,Sport Event,9:00 PM,1,Shots fired in front of school when crowd was leaving football game,Police at the stadium heard shots and apprehended two suspects near the front of the school. Shell casings were recovered at the school. Additional suspects fled.,,,Yes,,No,No,No,No,No,,No,99,39.42316,-76.285178
20230928GAROC,9,28,2023,9/28/23,Rothschild Leadership Academy,0,1,1,0,https://www.wtvm.com/2023/09/28/police-presence-middle-school-hunt-ave-columbus/,5,Local,4,Fall,Columbus,GA,6-12,Inside School Building,Inside School Building,Yes,Afternoon Classes,1:00 PM,1,Student shot himself while taking gun out of Chromebook case,"A student was unintentionally shot after a gun was smuggled into Rothschild Leadership Academy, according to the Muscogee County School District. The student injured in the incident received immediate medical attention. No other injuries were reported and the weapon has been confiscated. MCSD says firearm was brought into the school through a Chromebook computer case.",Accidental,Neither,No,,No,No,No,No,No,No,No,1,32.468537,-84.91782
20230925DCSTW,9,25,2023,9/25/23,Stanton Elementary School,0,0,0,0,https://wjla.com/news/local/stanton-elementary-school-washington-dc-gunfire-bullets-building-struck-classrooms-lockdown-gunshots-staff-metropolitan-police-department-investigation-students-families-parents-district-bowser-violent-crime-chief-mpd-pamela-smith,1,Local,4,Fall,Washington,DC,Elementary,Classroom,Outside on School Property,Yes,Afternoon Classes,1:30 PM,1,Multiple bullets hit the school building while students were outside for recess.,"This afternoon at approximately 1:35 p.m., school administration was alerted to gunshots near our campus. We immediately called the Metropolitan Police Department (MPD) as students who were outside were quickly brought back into the building by staff during a reverse evacuation. Once all students and staff were safely inside, we went into a lockdown. During a lockdown status at Stanton, students are ushered away from all windows and exterior classrooms, and moving between classes or entering and exiting the building is not permitted. Bullets from the gunfire did strike and lodge into the windows of two of our classrooms. The window of an empty 5th grade classroom was struck once, and two windows within a kindergarten classroom were each struck once. No one was injured, and with both classrooms, the damage to the windows was discovered during a sweep following the lockdown. By 2:10 p.m., MPD cleared us to resume normal operations, and the remainder of the day continued as planned. ",Drive-by Shooting,Both,,,No,No,No,No,No,,No,99,38.859372,-76.969806
20230925MDDUB,9,25,2023,9/25/23,Dunbar High School,0,1,1,0,https://foxbaltimore.com/news/local/student-injured-after-shooting-self-near-dunbar-high-school#,5,Local,4,Fall,Baltimore,MD,High,Beside Building,Outside on School Property,Yes,Dismissal,4:00 PM,1,Student shot self in the leg behind school,Student shot self in the leg behind school. Transported to hospital.,Accidental,Neither,No,,No,No,No,No,No,No,No,1,39.295315,-76.598077
20230925MDGIB,9,25,2023,9/25/23,Gilmor Elementary School,1,0,1,0,https://www.wbaltv.com/article/baltimore-police-shooting-near-gilmore-elementary/45306369,5,Local,4,Fall,Baltimore,MD,Elementary,Front of School,Outside on School Property,No,Not a School Day,4:30 PM,1,Teen fatally shot in front of the school,"A 15-year-old boy was killed in a shooting outside of Gilmor Elementary School. Police found the teen suffering from numerous life-threatening gunshot wounds. He was taken to a hospital where he died, according to police.",,Victims Targeted,No,,No,No,No,No,No,,No,99,39.304237,-76.641862
20230923OHMAC,9,23,2023,9/23/23,Mary Church Terrell School,0,0,0,0,https://www.cleveland19.com/2023/09/28/woman-robbed-her-purse-gunpoint-cleveland-school-parking-lot-police-say/,1,Local,4,Fall,Cleveland,OH,K-8,Parking Lot,Outside on School Property,Yes,Not a School Day,10:10 AM,1,Woman robbed at gunpoint in school parking lot,Woman robbed at gunpoint in school parking lot.,Illegal Activity,Victims Targeted,No,,No,No,No,No,No,No,No,0,41.454612,-81.763277
20230922IAOTO,9,22,2023,9/22/23,Ottumwa High School,0,0,0,0,"https://www.kcrg.com/2023/09/25/ottumwa-police-end-homecoming-game-early-following-shots-fired-incident/
https://ottumwaradio.com/2023/09/opd-shots-fired-outside-of-schafer-stadium-during-football-game-remains-under-investigation/",4,Local,4,Fall,Ottumwa,IA,High,Parking Lot,Outside on School Property,No,Sport Event,8:00 PM,1,"Shots fired in parking lot during half time, game cancelled","Shots were reportedly fired during halftime of Ottumwa’s game versus Marshalltown and out of an abundance of caution, the police department and the Ottumwa Community School District made the decision to halt the game which ended in a 44-7 victory for Marshalltown.",,,No,,No,No,No,No,No,,No,99,41.015503,-92.405708
20230922KYMAL,9,22,2023,9/22/23,Male High School,0,0,0,0,https://www.wdrb.com/news/gunshots-fired-into-air-in-parking-lot-after-male-high-school-football-game-no-one/article_2fc52822-5b20-11ee-983d-a71662a894db.html,3,Local,4,Fall,Louisville,KY,High,Parking Lot,Outside on School Property,No,Sport Event,9:30 PM,1,Shots fired in the school parking lot when football game ended.,"Gunshots were fired into the air after the Male High School vs Pleasure Ridge Park football game on Friday night. According to a letter sent home to parents by principal Keith Cathey, the gunshots were heard in the Gheens parking lot as people were leaving the game. No one was injured and it's yet to be determined if any Jefferson County Public Schools (JCPS) students were involved.",,Neither,No,,No,No,No,No,No,No,No,99,38.184302,-85.721643
20230922TNWEM,9,22,2023,9/22/23,Westwood Elementary School,0,1,1,0,"https://www.wsmv.com/2023/09/24/13-year-old-shot-by-teen-front-elementary-school-manchester/
https://www.wsmv.com/2023/09/25/teen-shot-outside-manchester-elementary-school-playground/",2,Local,4,Fall,Manchester,TN,Elementary,Playground,Outside on School Property,No,Night,,1,13-year-old shot by 14-year-old in front of the school,"A 13-year-old was shot and another teen was detained after a shooting in front of an elementary school in Manchester on Friday night, according to District Attorney General Craig Northcott. Northcott said on Friday night the Manchester Police Department was called to Westwood Elementary School. A 13-year-old was shot and flown to Vanderbilt. Northcott said the teen was in critical but stable condition. A 14-year-old was detained for the shooting",,Victims Targeted,No,,No,No,No,,No,,No,99,35.471951,-86.094245
20230922TNSWS,9,22,2023,9/22/23,Sweetwater High School,0,0,0,0,https://newschannel9.com/news/local/gunshots-heard-outside-finley-stadium-during-high-school-football-game,1,Local,4,Fall,Sweetwater,TN,High,Football Field/Track,Outside on School Property,No,Sport Event,9:00 PM,1,2 shots fired during high school football game,Two shots fired during high school football game. Witnesses saw three teens run from the area. Players went back to the locker rooms for 15 minutes while police investigated and then the game resumed.,,,Yes,3 teens ran,No,No,No,,No,,No,2,35.597647,-84.469927
